id,user_id,task_id,status,completed_at,proof_data
0c07a147-7168-4c27-bf6d-858dcfe717c2,289e0bec-ba70-46e5-89c0-a27782fa717e,db07dfe3-9b33-4884-9578-6967d66e1ba2,pending,,
10771e9c-513c-43af-8217-a803604371c4,86453042-6d66-489f-af76-267923921d04,2329e62a-ecac-44c4-89d8-294e5d2bd80b,pending,,
16cea1b4-9b84-4f06-b144-210231858547,289e0bec-ba70-46e5-89c0-a27782fa717e,73079ea1-5f91-4f87-bdc5-d26865c40fb6,pending,,
1b7ba2f4-1125-427f-8edf-a0b553b71dec,86453042-6d66-489f-af76-267923921d04,88be1312-aacd-4c50-9277-f864d0591a69,pending,,
1cb164d7-21c0-4751-b7e6-16da1df4046a,86453042-6d66-489f-af76-267923921d04,d66af6c0-27af-44e1-b323-ada828473c02,pending,,
2aebe4ee-95da-403f-9ffe-f12c1d543a9c,289e0bec-ba70-46e5-89c0-a27782fa717e,7123548b-1bd1-4170-bdea-956fc599ad5e,pending,,
392fe016-30f6-489f-a9f0-04ec382796a9,289e0bec-ba70-46e5-89c0-a27782fa717e,f5949257-ae12-4a79-bdfb-0e16785d12aa,pending,,
41fb48ac-10b3-4329-a699-93e649df9b05,86453042-6d66-489f-af76-267923921d04,0ac04b89-8ae0-4564-81ee-d81e7ff20de1,pending,,
44095a82-26f5-4dd6-b770-d49f162f1a9b,86453042-6d66-489f-af76-267923921d04,2a2d488f-c18c-4e1e-ae38-ee563b7f1f31,pending,,
4461047d-8a88-4c8b-b778-0a6813450344,86453042-6d66-489f-af76-267923921d04,73079ea1-5f91-4f87-bdc5-d26865c40fb6,pending,,
44fdd3aa-a6fa-462d-95a8-c4f41a19a446,289e0bec-ba70-46e5-89c0-a27782fa717e,202611ba-3386-48f9-ba64-a4fed26ca4b7,pending,,
4b692a15-5756-4505-9c38-3a9c62f6f169,86453042-6d66-489f-af76-267923921d04,d30ca43a-ff22-4a05-a5df-fc56b2fb48f0,pending,,
4fbc4301-47fc-4bd7-95c6-a504dfc70b6f,289e0bec-ba70-46e5-89c0-a27782fa717e,88be1312-aacd-4c50-9277-f864d0591a69,pending,,
51f344c4-8881-4b4b-9e44-6de16520b860,86453042-6d66-489f-af76-267923921d04,f5949257-ae12-4a79-bdfb-0e16785d12aa,pending,,
53fd26b2-0df0-42a0-841f-bd2bf62dc0db,86453042-6d66-489f-af76-267923921d04,b13435c1-727d-485b-be15-88354688cb34,pending,,
5fc33e7b-411a-41b8-bd9a-08e16364f66c,86453042-6d66-489f-af76-267923921d04,db07dfe3-9b33-4884-9578-6967d66e1ba2,pending,,
6037656d-c4d6-4e68-aa83-39ab095ffa70,289e0bec-ba70-46e5-89c0-a27782fa717e,968da6ec-8169-4dfc-9200-52135c343ba2,pending,,
66bec9be-7138-4fe4-b0d2-80ace6261359,289e0bec-ba70-46e5-89c0-a27782fa717e,0489b6c7-84b1-4b56-9201-ceee3747083e,pending,,
70369c6b-53d7-4be1-832c-96a4bcb30c6a,289e0bec-ba70-46e5-89c0-a27782fa717e,c2d8d5d1-3234-4b4c-9ec7-fac0a594b9eb,pending,,
760a78e7-d6ee-4dfb-8a33-48c7d0ecdc79,86453042-6d66-489f-af76-267923921d04,0489b6c7-84b1-4b56-9201-ceee3747083e,pending,,
77449ae9-e741-4aa9-a67c-02dc61bb2230,289e0bec-ba70-46e5-89c0-a27782fa717e,d1596976-f49a-40e0-874c-bd05c87782f6,pending,,
7dc92bc5-6c0b-43db-a5bf-dbd29898a67e,289e0bec-ba70-46e5-89c0-a27782fa717e,1590c653-91c4-4925-a6f3-7bab215c2fc5,pending,,
85923c86-5821-4e47-a52a-797888cbe326,86453042-6d66-489f-af76-267923921d04,c43f94a3-125b-4020-bdbb-afecd04d4012,pending,,
9a1626d8-7f82-42e5-b0d5-564a053d58a0,289e0bec-ba70-46e5-89c0-a27782fa717e,9c42a268-a44e-4049-a5f0-3f89edab9986,pending,,
ab001ed2-165e-4b99-86a6-91215b3adb9b,86453042-6d66-489f-af76-267923921d04,202611ba-3386-48f9-ba64-a4fed26ca4b7,pending,,
aed0a893-20cc-44e3-94db-c000bf72cbd7,86453042-6d66-489f-af76-267923921d04,968da6ec-8169-4dfc-9200-52135c343ba2,pending,,
b08d405c-bd28-4df8-97aa-aaa33148c9d7,289e0bec-ba70-46e5-89c0-a27782fa717e,2329e62a-ecac-44c4-89d8-294e5d2bd80b,pending,,
b5c82202-d295-4036-978d-1c544f0764ea,86453042-6d66-489f-af76-267923921d04,c2d8d5d1-3234-4b4c-9ec7-fac0a594b9eb,pending,,
b8376934-80b0-4ce8-883a-4e172dac444b,289e0bec-ba70-46e5-89c0-a27782fa717e,b907b226-7aa1-485c-b63b-2bd1cbc3ac50,pending,,
bbcf01be-512c-48a1-a1f6-25a32214a1d3,289e0bec-ba70-46e5-89c0-a27782fa717e,2a2d488f-c18c-4e1e-ae38-ee563b7f1f31,pending,,
c2c327ea-ae8f-451b-a3e7-ee6c00f6ab71,289e0bec-ba70-46e5-89c0-a27782fa717e,5f67ce9f-0da9-42db-81e7-aef411a93bf4,pending,,
c2dfdf4c-a274-4632-a103-30cb4ead3217,86453042-6d66-489f-af76-267923921d04,5f67ce9f-0da9-42db-81e7-aef411a93bf4,pending,,
c71d0463-1397-4ec0-9c29-fa8a219105b4,289e0bec-ba70-46e5-89c0-a27782fa717e,ae1e707f-324f-44cf-bf2f-e3f318ab284f,pending,,
c86e50b0-fd3f-4f90-b421-4d2448c6a68b,86453042-6d66-489f-af76-267923921d04,9c42a268-a44e-4049-a5f0-3f89edab9986,pending,,
cc13f09e-753d-40ef-b3ea-db9d3e133756,289e0bec-ba70-46e5-89c0-a27782fa717e,d66af6c0-27af-44e1-b323-ada828473c02,pending,,
d854d1d9-d4d6-4951-85d0-b44c3987589b,289e0bec-ba70-46e5-89c0-a27782fa717e,0ac04b89-8ae0-4564-81ee-d81e7ff20de1,pending,,
d897c08f-ab9f-4c2e-a8a4-a7d64bd4c6be,289e0bec-ba70-46e5-89c0-a27782fa717e,d30ca43a-ff22-4a05-a5df-fc56b2fb48f0,pending,,
d93faa15-4389-4b2b-a633-875949cc5c7d,86453042-6d66-489f-af76-267923921d04,b907b226-7aa1-485c-b63b-2bd1cbc3ac50,pending,,
dcb32b2d-0962-46b7-9af6-debec26a23ac,86453042-6d66-489f-af76-267923921d04,ae1e707f-324f-44cf-bf2f-e3f318ab284f,pending,,
e45dbf06-3d8d-448a-863b-c13298219443,289e0bec-ba70-46e5-89c0-a27782fa717e,b13435c1-727d-485b-be15-88354688cb34,pending,,
e49ff78b-d0a6-46d0-8827-8be9e7a648d9,86453042-6d66-489f-af76-267923921d04,7123548b-1bd1-4170-bdea-956fc599ad5e,pending,,
ec134414-828f-4097-89a0-a6b0acb2688f,86453042-6d66-489f-af76-267923921d04,d1596976-f49a-40e0-874c-bd05c87782f6,pending,,
ecece660-bea3-4910-a869-a8859242cf07,289e0bec-ba70-46e5-89c0-a27782fa717e,61f5b79f-6ae8-4972-95a1-dfd2a31263b5,pending,,
